marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
US,43141894,R1X7KDXY5YH8V8,B00CDIK48U,1577919,Sony 20.4MP Digital Camera with 3-Inch LCD Screen,Camera,5,14,14,N,Y,Fantastic Versatile Camera!,"This camera is loaded with features.  Here are a several: First, the User Interface is very intuitive.  Everything you select gives a brief description of what it does.  Once youΓÇÖre familiar with it, the ΓÇÿfunction guideΓÇÖ can be turned off in the menu. Second, there is an ΓÇÿIn-Camera GuideΓÇÖ that makes up several guides: Shoot/playback, Icon, Operation, and Troubleshooting.  Third, the camera has wireless capability which allows you to transfer pictures to your PC without removing the SD card, connect the camera to your smart phone to use the phone as a remote to control the camera or transfer pictures to your smart phone, and you can view pics on a TV via wifi.  There is also a Movie Mode on the dial that is a little different than just pressing the movie button on the back.  The Movie mode has an intelligent auto mode or you can select a particular scene mode to shoot video.  There are plenty of filters to play with and you can retouch photos in-camera.  The HX-50 is extremely feature rich (it took me a couple of days to familiarize myself with it).  For example: if you take photos using the burst mode they are grouped together in the playback mode and if you tilt your camera left or right the burst of photos will play like a movie clip; or you can change the focus setting to allow yourself to manually change the focus spot before taking pictures.<br /><br />I love cameras but try not to compare apples to oranges -not all cameras are equal.  Manufacturers build cameras with a particular consumer in mind.  It is up to you to figure out what you want in a camera and then find the camera that suits your needs.  Look at what your habits are.  Do you want to lug around a DSLR with multiple lenses?  Do you wish you had a larger zoom but still want the camera small?  Do you like not having to worry about the settings and just snap a nice picture? Maybe you do, but have decided you want to start learning how the settings (f-stop, etc) really work and donΓÇÖt know where to start.  Or maybe you just need a nice small well rounded camera you can carry with you all the time.  This camera has manual settings that will allow you to start expanding on your photography skills and it also has plenty of filters and features for you to experiment with.  No it doesnΓÇÖt have RAW capability and no, you will not get DSLR quality photos.  But what you will get is a very capable camera that handles weird lighting situations extremely well, takes fantastic macro shots, and great zoomed shots that you will want to share with family and friends.  And if you decide to decorate your house, instead of buying artwork, these photos can be made into large prints to hang on the wall.",1/1/2014
US,43225029,R39DMXJCJJG1G2,B00CDIK48U,1577919,Sony 20.4MP Digital Camera with 3-Inch LCD Screen,Camera,4,1,2,N,Y,Four Stars,Only complaint- cant see screen in bright light!,3/4/2015
US,43523910,R3O6K6O6TFJMZ8,B00CDIK48U,1577919,Sony 20.4MP Digital Camera with 3-Inch LCD Screen,Camera,3,1,5,N,N,I really liked this camera until it got stolen,I really liked this camera until it got stolen. I would have replaced it with the same camera but the technology is moving so quicly that the next generation will be significantly better. The sony app works well on iphone but i did have some trouble on my android.,10/27/2014
US,43920658,R2C3B5J37W656J,B00CDIK48U,1577919,Sony 20.4MP Digital Camera with 3-Inch LCD Screen,Camera,3,3,4,N,N,Really wanted to love it but...,My Sony HX20v which I loved died just before Christmas after two years of very heavy use.  I was excited to get this newer model with a better zoom and wifi capabilities. The HX50V was a bit larger but still fit in my purse.  In good lighting or with a flash this camera can take beautiful photos with accurate colors.  Its biggest flaw and the only reason I'm returning mine is that in low light w/o a flash pictures are either blurred or too dark.  I take a lot of photos at my kids plays without a flash so sadly this newer model lacks the ability its predecessor had to capture those moments. At a wedding reception this past weekend the majority of my indoor shots w/o a flash had blurry areas.  With a flash sometimes the subject is washed out and over exposed.  I tried playing with all the settings for this purpose and could never get the quality I had in the 20v.  I need a camera that can deliver quality photos on the fly without a lot of fiddling with settings everywhere I go.  I love Sony cameras and have had several over the years so going to try the Cybershot WX300 instead with has more powerful low light capabilities.,1/21/2014
US,44029661,RXO2006LKI9G4,B00CDIK48U,1577919,Sony 20.4MP Digital Camera with 3-Inch LCD Screen,Camera,5,0,2,N,Y,Five Stars,AWESOME zoom! Amazing clarity. Only wish the battery lasted longer.,8/1/2015
US,44137647,R175PHZM7BOAB6,B00CDIK48U,1577919,Sony 20.4MP Digital Camera with 3-Inch LCD Screen,Camera,5,0,0,N,Y,Five Stars,"Very nice, very well featured.  Pictures are excellent",12/31/2014
US,44262764,R19UE41WD1D8MK,B00CDIK48U,1577919,Sony 20.4MP Digital Camera with 3-Inch LCD Screen,Camera,3,1,2,N,Y,Not so automatic flash,Camera is great except for flash. You have to push a button to open the flash manually in order for flash to work.I bought in order to have an automatic flash. Not automatic by any means.Otherwise. no complaints,10/8/2014
US,44321189,R1RU80QD3TPCQP,B00CDIK48U,1577919,Sony 20.4MP Digital Camera with 3-Inch LCD Screen,Camera,3,0,4,N,Y,camera,"haven't had enough time to work with it. wife can't figure half the stuff out, should of bought a more user friendly camera",4/22/2014
US,44376125,RIMC20P5L9L3J,B00CDIK48U,1577919,Sony 20.4MP Digital Camera with 3-Inch LCD Screen,Camera,5,0,0,N,Y,Five Stars,awesome,7/26/2014
US,44563692,R248JY1427PSM7,B00CDIK48U,1577919,Sony 20.4MP Digital Camera with 3-Inch LCD Screen,Camera,5,0,1,N,Y,Five Stars,Great camera; met all of our expectations. Arrived on time.,6/27/2014
US,44759147,R11WZJ4QEPIPPE,B00CDIK48U,1577919,Sony 20.4MP Digital Camera with 3-Inch LCD Screen,Camera,5,2,2,N,Y,Lots of features!,"Really enjoying this little camera.<br /><br />Picked it up with a giftcard I got at xmas to replace an OLD canon point and shoot.  I am very impressed with the &#34;auto-HDR&#34; (not sure what sony calls it) feature where it will rapidly take two pictures and then merge them with the best exposures of both.  Makes low light pictures excellent!<br /><br />The Zoom on this is amazing too.  Yes it gets shaky at maximum zoom, but it has image stabilization and it does a great job.  Looking forward to using this at my son's soccer games in the spring!",1/23/2014
US,44984245,R35W3NTPK2YG0,B00CDIK48U,1577919,Sony 20.4MP Digital Camera with 3-Inch LCD Screen,Camera,5,0,0,N,Y,Five Stars,so far love it.,12/29/2014
US,45228934,RTTW6LXEA4G4O,B00CDIK48U,1577919,Sony 20.4MP Digital Camera with 3-Inch LCD Screen,Camera,4,0,0,N,Y,"This camera takes great photos, and the zoom is truly amazing","This camera takes great photos, and the zoom is truly amazing. Low light photos turn out very well.<br /><br />I do think the menus are terribly confusing though, and therefore it is really difficult to set any manual settings. Luckily just leaving it on the auto mode seems to work well in most cases. I also think the time between pictures is quite long, and the camera is a bit bulky for a point and shoot (doesn't quite fit into my pocket).<br /><br />Overall I am very happy with my purchase, and I would recommend it to anyone looking for a camera with a large zoom.",8/27/2014
US,45277496,R3P9EJTJJ0K95O,B00CDIK48U,1577919,Sony 20.4MP Digital Camera with 3-Inch LCD Screen,Camera,5,0,0,N,Y,I LOVE MY SONY CAMERA,"I LOVE MY SONY CAMERA, I HAVE ALWAYS BEEN A SONY FAN, AND HAVE ALWAYS BOUGHT A SONY. ONCE AGAIN, ITS PROVEN ME RIGHT, everything i want in a camera. I take it hiking with me. a perfect camera.",3/16/2015
US,45355080,R2LUEMY6SJN1LE,B00CDIK48U,1577919,Sony 20.4MP Digital Camera with 3-Inch LCD Screen,Camera,2,1,1,N,Y,Too expensive for its performance.,"Received March 7, 2014 and took it  on vacations. Found a hazy spot on close ups created by a blemish on lens protective coating. Afraid of receiving a refurbished if returned. Will find a local Sony authorized shop. A little cropping produce generic pictures.",9/19/2014
US,45437760,R2IPBBFU4L4RDU,B00CDIK48U,1577919,Sony 20.4MP Digital Camera with 3-Inch LCD Screen,Camera,3,1,1,N,Y,"Lots of great features but Images are Just ""OK""","Background:  I didn't want to make the jump into owning a DSLR because from what I know, once you do, it's a never ending money pit from which there is no escape.  I researched for a month trying to find the perfect point and shoot.  I chose this one because the price was decent, the features were good, and its supposed to take excellent pictures.<br /><br />Positive Thoughts about this Camera:<br />-This camera takes good photos.  Not GREAT, but good.<br />-It's easy to use<br />-Zoom is apparently &#34;really good&#34; for the price. I feel that the zoom is good, but not super super good<br />-You can go to movie taking mode with the press of 1 button<br />-You can zoom in and out while you record video<br />-You can record 1080p video<br />-You can take still images while you record video<br />-You can use your phone using the Sony app to remotely take pictures or video from around 20 feet away<br />-You can control the zoom using the phone app<br />-You can set the timer using the phone app<br />-You can adjust manual settings to take &#34;DSLR&#34; type photos (I doubt that anyone actually uses manual)<br /><br />Complaints:<br />-The pictures aren't the best.  Maybe it's my photography skills, but I've seen other point and shoots, Canon's especially, take GREAT pictures on auto.<br />-The wifi connection that the camera uses to connect to the phone isn't the best.  At 20 feet, the connection may drop if there's too much interference<br />-Pictures taken using the max optical zoom are almost cell phone quality like.<br /><br />Conclusion:<br />It has a lot of great features that the avid consumer will like, but the picture quality isn't the best.  My honest opinion, get the Canon point and shoots or just spend the extra 200-300 and get the point and shoots that mimic the DSLRs.  Apparently, they have the better image sensor that will boost the quality of your pictures by a lot",4/16/2015
US,45636214,R23T22C42HH1WO,B00CDIK48U,1577919,Sony 20.4MP Digital Camera with 3-Inch LCD Screen,Camera,4,4,5,N,Y,"Very, very good","Although this camera is heavy and thick its functionality is awesome. Its 30x optical zoom is really something. I've never seen anything similar before. Besides that it features several other facilities that can improve your photo experience.<br />What i like: 30x optical zoom and picture's quality.<br />What i don't like: while holding camera and pointing subject, your right thumb sometimes presses record button. Its position is not good.<br />I do recommend it.",8/16/2013
US,45664110,R1RZ1C3PPEAR13,B00CDIK48U,1577919,Sony 20.4MP Digital Camera with 3-Inch LCD Screen,Camera,4,1,1,N,N,"++ direct control over exposure compensation, and excellent photo and video quality ++","Sony's Cyber-shot DSC-HX50V is an excellent compact megazoom suitable for snapshooters and enthusiasts, though the latter might be turned off by some aspects of the camera as opposed to the 60V version here: http://amzn.to/1Pggq1y<br /><br />THE GOOD:<br />Sony's Cyber-shot DSC-HX50V is the smallest, lightest camera with a 30x zoom. It has a large assortment of shooting options, direct control over exposure compensation, and excellent photo and video quality for its class. A Multi Interface Shoe lets you attach a flash, mic, or electronic viewfinder.<br /><br />THE BAD:<br />Despite the additional manual controls and Multi Interface Shoe, the HX50 lacks a couple of things enthusiasts value: a large sensor and raw capture. The flash, mic, and viewfinder accessories are expensive. A slow lens limits its usefulness indoors.",4/22/2015
US,45674872,RDD49A9T039W8,B00CDIK48U,1577919,Sony 20.4MP Digital Camera with 3-Inch LCD Screen,Camera,5,3,3,N,Y,Professional resulting images by a camera you can carry I'm your pocket.,"I have had the small Nikon the large SLR with interchange lens then a 7.5 meg pixel Sony. This newer model blows them all out of the water for ease of use, total environmental flexibility with easy-to-use settings. Absolutely mind blowing images. Now, I carry my iPhone and Sony camera. Get one and you won't look back. I bought mine for a trip to Santa Fe but it also handles the extremely bright light of my home at the beach. Great camera.",1/3/2014
US,45722467,R3L7NBTN7YBYDR,B00CDIK48U,1577919,Sony 20.4MP Digital Camera with 3-Inch LCD Screen,Camera,5,0,0,N,Y,Great Product for Outdoor Photography,Have been using to remotely photograph birds and wild animals using my iPhone as a controller. Immediate transfer by wifi to computer is an awesome feature.,6/22/2014
US,45753881,RT7I1QWQY9LKI,B00CDIK48U,1577919,Sony 20.4MP Digital Camera with 3-Inch LCD Screen,Camera,5,0,0,N,Y,Great Camera,I love the Sony cameras and have the earlier version of this one.  It's a fantastic camera with a lot of fantastic features.  I love it.,5/3/2014
US,46459878,RWHJPYTE0MMNZ,B00CDIK48U,1577919,Sony 20.4MP Digital Camera with 3-Inch LCD Screen,Camera,5,0,0,N,Y,Five Stars,Great!!!,2/21/2015
US,46939861,R2WK79F4OJXWE9,B00CDIK48U,1577919,Sony 20.4MP Digital Camera with 3-Inch LCD Screen,Camera,2,0,0,N,Y,... had this camera since January and the pictures are fine. It's the actual camera that I have issues ...,"I've had this camera since January and the pictures are fine.  It's the actual camera that I have issues with and they're the same issues others have mentioned.<br /><br />ΓÇóThe battery door is flimsy and I have to open it often to take the memory card out to get the photos off of it (it's much quicker than using the software).  It's getting harder to slide the bar that opens it.  I used to be able to use my fingertip and now I have to use a fingernail.<br /><br />ΓÇóThe pop up flash is also VERY flimsy and having an automatic flash doesn't do you any good if you have to manually make the flash pop up.  After less than 9 months, it's gotten to the point that I have to pry the flash up with my thumbnail while pressing the button to get it to pop up.<br /><br />ΓÇóErasing a folder from the memory card while it's in my memory card reader does NOT erase it from the card so it still shows up in the list of folders but is read only.  I have to manually delete the folder with the card in the camera.  If I don't, I have to run through all of the folders listed on the card to get to the one I need.<br /><br />ΓÇóThe display is very hard to see in bright light conditions.  All of my photos are taken inside but even bright light from a skylight can be too much.<br /><br />ΓÇóI have had periodic issues with it not saving a sequence of photos.  I would take a set of pictures and then get a message that it couldn't save them and it would prompt me to recover them.  Sometimes it worked, sometimes it didn't.  I haven't had the problem in a while but I don't know why it did it and it could be devastating to someone taking photos of a very special event only to find out that their photos weren't saved.<br /><br />ΓÇóThe menu navigation is awkward.  The most common settings I use are toward the bottom of the menu- that may not be true for everyone.  I'm also noticing that the menu navigation is getting a mind of its own- the highlight moves to another selection without being touched.<br /><br />To sum it up, I just don't think this camera is built to last.  It's only about an ounce lighter than the DSC-H10 that I replaced with it but it feels much cheaper.  The hand grip is about half as thick on this model and it just doesn't feel secure in the hand.  The DSC-H10 that this replaced lasted for 4 years and I was very happy with it until it started randomly overexposing photos.  I'll be looking for a replacement for this one by years' end.To sum it up, I just don't think this camera is built to last.  It's only about an ounce lighter than the DSC-H10 that I replaced with it but it feels much cheaper.  The hand grip is about half as thick on this model and it just doesn't feel secure in the hand.  The DSC-H10 that this replaced lasted for 4 years and I was very happy with it until it started randomly overexposing photos.  I'll be looking for a replacement for this one by years' end.",10/8/2014
US,47127210,R3ARYRZDNYRF9V,B00CDIK48U,1577919,Sony 20.4MP Digital Camera with 3-Inch LCD Screen,Camera,5,1,1,N,Y,Great camera,"This camera is perfect for photography hobbyists like me.  I take many snaps of family, friends and lots of landscape pictures.  Pictures are vividly clear, even at great distances.  I always carry it with me - it's easy to use and just the right size - fits in a small purse or bag.  There are many features which I have not yet learned to use - there is a manual that summarizes the features; however, it takes time to experiment with them.  I would highly recommend this camera.",5/24/2014
US,47192519,R15XOL2HWAQ1U7,B00CDIK48U,1577919,Sony 20.4MP Digital Camera with 3-Inch LCD Screen,Camera,5,11,12,N,Y,Very fun camera,"After using the CSC-HX50V/B for 1-1/2 months, I'm happy. 30X zoom is awesome and makes surprisingly sharp snap shots. Video worked great and that was also sharper than I expected. I had a Canon SX260 but that went under water. I \\""upgraded\\"" to the Canon SX280, did the firmware, nice pictures but only 5 - 10 minutes of video. The SX280 had some real battery issues which Canon does not appear to want to address.<br /><br />The Sony HX50V/B  is a little bulkier than the Canons, but I still consider it a \\""pocket camera\\"". Slightly heavier than the 260/280 but, again, not a \\""con\\"".  If I had one objection, the snap shot process time seems a little slow and I'm using Sandisk 32GB SDHC Class 10, UHS-1 80MB/s card. Not a biggie, I just got used to it. Excellent idea for the manual pop up flash, I didn't care for having my finger pushed out of the way with the auto flash. I don't understand why people complain about the LCD screen not being bright enough, I had my screen brightness set at #4 (out of 5) at the beach on a clear day and had no problem what so ever. It can still do 10 shots per second. So, yeah, I'm sticking with this camera (for a while). I like \\""pocket cameras\\"", much more fun than luging around camera bags. Can't wait to try it out skiing.<br /><br />I would absolutely recommend this camera to family and friends.<br /><br />Update after a Year: Still in love with this camera! What still amazes me, is the picture quality when I crop a picture taken by zoom. Yeah, I'll keep this camera for a while or until I drop it in the water. Took a zoom picture of the grandkids playing in the water from the beach and zoomed, it actually froze clear droplets of a splash cropped.",8/26/2013
US,47229995,R1KSG7KKYF9YZQ,B00CDIK48U,1577919,Sony 20.4MP Digital Camera with 3-Inch LCD Screen,Camera,4,0,0,N,N,Like the camera but shouldn't be having problems like this ...,"I bought this camera in march 2015, it is now August. (I didn't buy on Amazon) Took maybe 200 pictures and now have a spot on the sensor. You can't clean it or have the camera store fix it. It needs to go back to Sony and takes 4-6 weeks. The camera store where I bought it sent it in for me and are trying to get it covered under warranty. If not it could cost a bunch of money. Like the camera but shouldn't be having problems like this yet. If Sony fixes it good, If they don't so long Sony. Even if they fix it I am without a camera and that sucks. Its been about 2-3 weeks so far. I will try to update.  UPDATE: Got the camera back from camera store. It took a bit over 4 weeks but was covered and seams to be fixed. The report said they went through the entire camera tested and cleaned it. Like the camera very much and Sony seams to stand behind it. Changing from 2 to 4 stars. Would be 5 if I didn't have any problems.",8/25/2015
US,47276269,R2ZVFASA8RKODB,B00CDIK48U,1577919,Sony 20.4MP Digital Camera with 3-Inch LCD Screen,Camera,1,13,16,N,Y,Lasted 2 months...,"and then the shutter got stuck halfway open.  Got a series of pictures with a black traingle at the bottom before I noticed. When I tried to move it to open, it got stuck that way and wouldn't close when I powered it off.  Really, really dissapointed in this camera.  It takes great pictures but should last longer than 2 months.  I have had similar problems with older Sony cameras and really thought they had fixed it, but no.  I will not buy a Sony again.<br />The other problem with the camera, which I have also seeen with older models, is that the lid to the battery/memroy card compartment sometimes will pop open for no reason.  I do keep it in a nice camera case so I m not abusing it and this should not happen.  It hasen't happened yet but I worry I will break the lid one day.<br />So this camera will going back to Sony for repair.",3/3/2014
US,47497324,R2DIKUW6UYWDPB,B00CDIK48U,1577919,Sony 20.4MP Digital Camera with 3-Inch LCD Screen,Camera,4,1,1,N,Y,Great picture quality,Very good camera<br />Great zoom<br />At night<br />It takes time between shots at night<br />Nice pictures,11/5/2014
US,47669583,R3I4DGYMNNIZOJ,B00CDIK48U,1577919,Sony 20.4MP Digital Camera with 3-Inch LCD Screen,Camera,4,3,3,N,Y,Extraordinary light and powerful camera,"I you go on a trip, leave the rest of your equipment at home, this is all you need, the zoom is awesome, thje image quality for pictures and movies is excellent,  light sensitivity is good, very stable under shaking,  wide angle view is very good.<br />The LCD is almost useless to see what you are shooting  in bright light, but everything else make this light camera an excellent choice to take on a trip",1/13/2014
US,47828610,R2M74WGD457BZQ,B00CDIK48U,1577919,Sony 20.4MP Digital Camera with 3-Inch LCD Screen,Camera,5,0,0,N,N,Five Stars,"Works great, very pleased with performance.",7/31/2014
US,47887209,RTDTXSKBWK0SP,B00CDIK48U,1577919,Sony 20.4MP Digital Camera with 3-Inch LCD Screen,Camera,4,6,6,N,Y,Great camera for the price!,"Just 18 months ago, 30X (truly small and) compact point and shoots were not even available.  Now in 2014 this category has a number of contenders.  With respect to reviewers saying \\""DLSR quality\\"" for this category (it always seems to be a headline in some reviews--no matter what model), it is not true, but don't let that deter you--picture quality can be high. For this Canon 50D owner, there is plenty of pixel peeping to do, and at this level it is easy to have all sorts of technique and lens issues that predominate perceived quality.  If you want more professional results use a full size DLSR with quality glass.<br /><br />For a second camera, I wanted smaller profile and lighter weight.  More zoom than 10x.  Walk around quality.  Best picture quality with acceptance of sensor size and image quality associated with big zoom small profile cameras.  I really wanted an articulated (ability to front face) view screen.  Wi-fi is nice since I have used my iphone for quick photos to add to texts--a fun option.  I do not really care about touch screens.  I do not really care about video, although this camera has lots of video options available.<br /><br />I have had a variety of cameras and currently run with a Canon 50D (and the expensive heavy lenses associated with it).  For a compact I was using a Canon G12 which was sold to buy a Canon G1X (first gen).<br /><br />I certainly loved the G1X for its low light capability, articulated screen, ability to accept filters, and known menu structure.  I did not love the macro and focusing issues.  And, while I did not really like the size and weight of the G1X, I would have purchased the 2nd generation if it had been closer to $600 rather than $800--even without a big zoom.  (Canon got the G1X right on the second gen, fixing the macro and a number of auto focus issues).<br /><br />With the money I received via Amazon for my G1X, initially I was considering a Sony RX100 III.  It has the image quality from a large sensor and a front facing view available.  The lower end zoom and high price drove me to consider other options.  I almost felt that if I was going to spend $800 I might as well just upgrade my Canon DLSR... or buy another G1X.<br /><br />Other comparable cameras considered:<br /><br />Panasonic DMC-ZS40K  (great lens, nice camera, but a bit over budget)<br />Canon PowerShot SX700  (nice camera-- strong contender for prior Canon owners needing smaller and higher zoom)<br />Sony WX350  (no full manual operation available and 20x instead of 30x, super price)<br /><br />None of these cameras has an articulating front view screen.  (The current Sony HX50 does not have this option either).  It was disappointing to realize this option was not going to be available to me.<br /><br />Sony advantages to me:  Perceived image quality via reviews and in actual use: Comparisons show very good pictures in auto and manual modes.  Lots of built in image options, along with full manual.  For this HDR user, the ability to shoot three bracketed photos is great.  (An in camera double exposure HDR option is also present).  Full auto is pretty nice, just point and shoot... producing images most people will find very acceptable inside and out.  Standard color processing in full auto is a bit more saturated than flat, most likely desirable in a camera like this--and you can dial it back.  Super zoom--30X.  Auto focus is truly great, almost reading your mind about what you want to focus on.  Macro quality and focal distances are very acceptable at about 3 cm, maybe a little closer.  Ergonomically:  Size and weight make this a great carry around camera.  Nicely textured and molded handhold allows single hand use.  Menu structure and ease of use is OK for this prior Canon user.  The on camera help file is really great--even allowing you to directly jump to a feature you are interested in directly from the file.<br /><br />Things I do not like:  The Wi-Fi connection is less than intuitive and requires a web search for procedure along with some fumbling to get it to work.  See my procedure below. The messages you get on the camera and in the software app are sometimes baffling and wrong.  Once you figure it out it is acceptable.  No NFC?<br /><br />Other consideration:  Low light capability still remains a question mark.  In current tests, with natural lighting and no flash, quality seems high.  Will a required 800 ISO in the absence of a flash keep noise to a minimum?  Another true test will come in a convention center with typical bright lights overly casting a yellow hue into most photos--will auto white balance be correct and bring things to the best color?  (The Canon G1X would not; it had to be manually set with some testing!).<br /><br />I am enjoying this new camera and finding new things to try each day!  For the price, this is a great choice.  4 stars with one knocked off for the less than intuitive Wi-Fi app.<br /><br />UPDATE 10-17-14<br />Two general comments--this camera takes great pictures inside convention centers with a variety of lighting.  The auto white balance does a great job of stabilizing color where many cameras might need tweaking to eliminate yellow cast color.  As a carry around -- with candid people picture taking -- a very nice camera.  Now the bad--at the top of this review I indicated that this was NOT an SLR.  HDR bracketed pictures confirm this contention.  Even at 100 ISO, bracketed -/+ 1 HDR post processed shots (jpg) end up grainy when magnified.  Compared to my trusty Canon 50D in the same shot(s) there is simply no comparison... the tried and true Canon SLR is superior for landscape work whether HDR or not.  I suspect this is mostly due to smaller sensor capturing images from miles away--the number of pixels is less relevant than the quality and size of those pixel, along with whatever post processing is occurring for jpgs in the Sony.  SO--while the Sony does a good job at 75% of what I usually use a camera for (random candids), IT IS NOT RECOMMENDED FOR LANDSCAPE OR HDR IMAGING!<br /><br />Need help with the Wi-Fi connection?  On your phone (or computer or tablet) you must download and install the Sony app \\""Playmemories\\"" Then...<br />1. From the camera viewer (not the shooting mode), press on the menu button.<br />2. In the menu, select wifi>view on smartphone>share image (or any of the 2 other options)<br />3. On the iPad On the smartphone, select [Settings] ΓåÆ [Wi-Fi] ΓåÆ SSID network--turn OFF any connection you may be currently using.<br />4. NOW Select your camera network On the smartphone, select [Settings] ΓåÆ [Wi-Fi] ΓåÆ SSID [DIRECT-xxxx:DSC-xxx] displayed on the camera.<br />4. Enter password that is shown on your camera viewer -- you only need to do this once.<br />5. On the iPad or iPhone, launch \\""PlayMemories Mobile\\"" (you have to download this app from the app store).<br />6. The transfer of photos happens automatically.e below. The messages you get on the camera and in the software app are sometimes baffling and wrong.  Once you figure it out it is acceptable.  No NFC?    Other consideration:  Low light capability still remains a question mark.  In current tests, with natural lighting and no flash, quality seems high.  Will a required 800 ISO in the absence of a flash keep noise to a minimum?  Another true test will come in a convention center with typical bright lights overly casting a yellow hue into most photos--will auto white balance be correct and bring things to the best color?  (The Canon G1X would not; it had to be manually set with some testing!).    I am enjoying this new camera and finding new things to try each day!  For the price, this is a great choice.  4 stars with one knocked off for the less than intuitive Wi-Fi app.    UPDATE 10-17-14  Two general comments--this camera takes great pictures inside convention centers with a variety of lighting.  The auto white balance does a great job of stabilizing color where many cameras might need tweaking to eliminate yellow cast color.  As a carry around -- with candid people picture taking -- a very nice camera.  Now the bad--at the top of this review I indicated that this was NOT an SLR.  HDR bracketed pictures confirm this contention.  Even at 100 ISO, bracketed -/+ 1 HDR post processed shots (jpg) end up grainy when magnified.  Compared to my trusty Canon 50D in the same shot(s) there is simply no comparison... the tried and true Canon SLR is superior for landscape work whether HDR or not.  I suspect this is mostly due to smaller sensor capturing images from miles away--the number of pixels is less relevant than the quality and size of those pixel, along with whatever post processing is occurring for jpgs in the Sony.  SO--while the Sony does a good job at 75% of what I usually use a camera for (random candids), IT IS NOT RECOMMENDED FOR LANDSCAPE OR HDR IMAGING!      Need help with the Wi-Fi connection?  On your phone(or computer or tablet) you must download and install the Sony app \\""Playmemories\\"" Then...  1. From the camera viewer (not the shooting mode), press on the menu button.  2. In the menu, select wifi>view on smartphone>share image (or any of the 2 other options)  3. On the iPad On the smartphone, select [Settings] ΓåÆ [Wi-Fi] ΓåÆ SSID network--turn OFF any connection you may be currently using.  4. NOW Select your camera network On the smartphone, select [Settings] ΓåÆ [Wi-Fi] ΓåÆ SSID [DIRECT-xxxx:DSC-xxx] displayed on the camera.  4. Enter password that is shown on your camera viewer -- you only need to do this once.  5. On the iPad or iPhone, launch \\""PlayMemories Mobile\\"" (you have to download this app from the app store).  6. The transfer of photos happens automatically.",6/29/2014
US,48207386,R2XH42B3O96B38,B00CDIK48U,1577919,Sony 20.4MP Digital Camera with 3-Inch LCD Screen,Camera,4,1,1,N,Y,Good for travel,Good lightweight camera for traveling. Not great for professional work.,3/1/2015
US,48303970,R1FIA5JKEDHBV8,B00CDIK48U,1577919,Sony 20.4MP Digital Camera with 3-Inch LCD Screen,Camera,4,0,7,N,Y,Very Good Product.,It┬┤s zoom is amazing.<br /><br />The compartment for the battery doesn┬┤t facilitates to take it.<br /><br />Is very good according to the weight.,10/15/2013
